Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated,plot,cover_url,plot_combined,genre
255,tt0070909,2021-03-26,2021-03-26,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",Westworld,https://www.imdb.com/title/tt0070909/,movie,6.9,88.0,1973,"Action, Sci-Fi, Thriller, Western",59437,1973-10-24,Michael Crichton,,,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",https://m.media-amazon.com/images/M/MV5BMWY0NzM5MDAtYTg2NC00MDZjLTgwM2UtZjdiOTEzMjQ4MjU0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.
Action, Sci-Fi, Thriller, Western
Michael Crichton","Action, Sci-Fi, Thriller, Western"
256,tt0073631,2021-03-26,2021-03-26,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",Rollerball,https://www.imdb.com/title/tt0073631/,movie,6.6,125.0,1975,"Action, Sci-Fi, Sport",25905,1975-06-25,Norman Jewison,,,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",https://m.media-amazon.com/images/M/MV5BZjcwNjgxZjItNjQ0Ni00OGJhLWIwYTItYmI5MGQ3MzE0ZjNiXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.
Action, Sci-Fi, Sport
Norman Jewison","Action, Sci-Fi, Sport"
257,tt0816556,2021-03-27,2021-03-27,Strange things start happening after a girl is found drowned in a lake.,Lake Mungo,https://www.imdb.com/title/tt0816556/,movie,6.3,87.0,2008,"Drama, Horror, Mystery, Thriller",23924,2008-06-18,Joel Anderson,,,Strange things start happening after a girl is found drowned in a lake.,https://m.media-amazon.com/images/M/MV5BYzIzNDQ5YTUtZmI5Yi00MTU0LThhMTQtMDFlNDJiOWVjNjczXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,"Strange things start happening after a girl is found drowned in a lake.
Drama, Horror, Mystery, Thriller
Joel Anderson","Drama, Horror, Mystery, Thriller"
258,tt9130508,2021-03-27,2021-03-27,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",Cherry,https://www.imdb.com/title/tt9130508/,movie,6.6,142.0,2021,"Crime, Drama",32959,2021-02-26,"Anthony Russo, Joe Russo",,,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",https://m.media-amazon.com/images/M/MV5BOTZkMzlkYmItZDAyNy00NmZhLWE3MWItMzQyNDhkYzcwMTFmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.
Crime, Drama
Anthony Russo, Joe Russo","Crime, Drama"
259,tt4935158,2021-03-30,2021-03-30,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",Demon,https://www.imdb.com/title/tt4935158/,movie,6.1,94.0,2015,"Comedy, Drama, Fantasy, Horror, Thriller",5848,2015-09-17,Marcin Wrona,,,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",https://m.media-amazon.com/images/M/MV5BMTU0ODgwMjA1OV5BMl5BanBnXkFtZTgwMTA0ODM2OTE@.jpg,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.
Comedy, Drama, Fantasy, Horror, Thriller
Marcin Wrona","Comedy, Drama, Fantasy, Horror, Thriller"
260,tt0070723,2021-04-01,2021-04-01,A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.,Soylent Green,https://www.imdb.com/title/tt0070723/,movie,7.0,97.0,1973,"Crime, Mystery, Sci-Fi, Thriller",66151,1973-04-18,Richard Fleischer,,,A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.,https://m.media-amazon.com/images/M/MV5BZmFlYmJhZWItMWYyZS00NjZjLTlhYzgtODkzY2U3ZTQ3ZGMzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg,"A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.
Crime, Mystery, Sci-Fi, Thriller
Richard Fleischer","Crime, Mystery, Sci-Fi, Thriller"
261,tt0063442,2021-04-01,2021-04-01,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.,Planet of the Apes,https://www.imdb.com/title/tt0063442/,movie,8.0,112.0,1968,"Adventure, Sci-Fi",181584,1968-02-08,Franklin J. Schaffner,,,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.,https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@.jpg,"An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.
Adventure, Sci-Fi
Franklin J. Schaffner","Adventure, Sci-Fi"
262,tt0054387,2021-04-01,2021-04-01,A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.,The Time Machine,https://www.imdb.com/title/tt0054387/,movie,7.5,103.0,1960,"Adventure, Romance, Sci-Fi, Thriller",42022,1960-05-25,George Pal,,,A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.,https://m.media-amazon.com/images/M/MV5BYzEwNGJiY2EtYTZmYi00NjZhLWEwZmUtMjc0MTJlODgzZmY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg,"A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.
Adventure, Romance, Sci-Fi, Thriller
George Pal","Adventure, Romance, Sci-Fi, Thriller"
263,tt4935334,2021-04-02,2021-04-02,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,Southbound,https://www.imdb.com/title/tt4935334/,movie,5.9,89.0,2015,Horror,20021,2015-09-16,"Tyler Gillett, Matt Bettinelli-Olpin, Roxanne Benjamin, David Bruckner, Chad Villella, Patrick Horvath, Justin Martinez, Radio Silence",,,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,https://m.media-amazon.com/images/M/MV5BMTU1NDg3NjE5MF5BMl5BanBnXkFtZTgwNzQxNjA3NzE@.jpg,"Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.
Horror
Tyler Gillett, Matt Bettinelli-Olpin, Roxanne Benjamin, David Bruckner, Chad Villella, Patrick Horvath, Justin Martinez, Radio Silence",Horror
264,tt0780607,2021-04-02,2021-04-02,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",The Signal,https://www.imdb.com/title/tt0780607/,movie,6.0,103.0,2007,"Horror, Sci-Fi, Thriller",21432,2007-01-22,"Jacob Gentry, David Bruckner, Dan Bush",,,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",https://m.media-amazon.com/images/M/MV5BODIxMzcwNTgyMF5BMl5BanBnXkFtZTcwMjk5Mzk1MQ@@.jpg,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.
Horror, Sci-Fi, Thriller
Jacob Gentry, David Bruckner, Dan Bush","Horror, Sci-Fi, Thriller"
265,tt1172994,2021-04-02,2021-04-02,"In 1983, financially struggling college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret, putting her life in mortal danger.",The House of the Devil,https://www.imdb.com/title/tt1172994/,movie,6.3,95.0,2009,"Horror, Mystery",47823,2009-04-25,Ti West,,,"In 1983, financially struggling college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret, putting her life in mortal danger.",https://m.media-amazon.com/images/M/MV5BMTAxMDAxODg5ODReQTJeQWpwZ15BbWU3MDI5ODYxODI@.jpg,"In 1983, financially struggling college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret, putting her life in mortal danger.
Horror, Mystery
Ti West","Horror, Mystery"
266,tt0091554,2021-04-04,2021-04-04,"A washed up, alcoholic actress who is prone to blackouts wakes up next to a murdered man. Did she kill him and, if not, is she in danger?",The Morning After,https://www.imdb.com/title/tt0091554/,movie,5.9,103.0,1986,"Crime, Mystery, Romance, Thriller",6851,1986-12-25,Sidney Lumet,,,"A washed up, alcoholic actress who is prone to blackouts wakes up next to a murdered man. Did she kill him and, if not, is she in danger?",https://m.media-amazon.com/images/M/MV5BMmIwYTE4NWMtMWI5YS00MzU3LWE0YWQtYzJhYzdhMzZjMzNhXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,"A washed up, alcoholic actress who is prone to blackouts wakes up next to a murdered man. Did she kill him and, if not, is she in danger?
Crime, Mystery, Romance, Thriller
Sidney Lumet","Crime, Mystery, Romance, Thriller"
267,tt0099052,2021-04-04,2021-04-04,A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.,Arachnophobia,https://www.imdb.com/title/tt0099052/,movie,6.5,109.0,1990,"Comedy, Horror, Thriller",71130,1990-07-18,Frank Marshall,,,A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.,https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@.jpg,"A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.
Comedy, Horror, Thriller
Frank Marshall","Comedy, Horror, Thriller"
